iter	RMSE
384	0.5601117174
385	0.5595677898
386	0.558799985
387	0.55811951
388	0.5574570604
389	0.5570224896
390	0.556244073
391	0.555692381
392	0.5551165133
393	0.5543580281
394	0.5541720578
395	0.5539600705
396	0.5530430751
397	0.552459738
398	0.5517985358
399	0.5510587692
400	0.550532926
401	0.5496368264
402	0.5490498182
403	0.5483128964
404	0.5470734944
405	0.5465412109
406	0.5460524151
407	0.5455631647
408	0.5452775977
409	0.5446350852
410	0.5440354741
411	0.5429302164
412	0.5427660336
413	0.5424887393
414	0.5422643649
415	0.5414110281
416	0.5405665532
417	0.5400490152
418	0.5393514561
419	0.5391182935
420	0.5382177162
421	0.5379592389
422	0.5375055221
423	0.5367023374
424	0.5365235501
425	0.5359732274
426	0.5356862351
427	0.5349344644
428	0.5337887121
429	0.5328265292
430	0.5324096462
431	0.532140455
432	0.5319927108
433	0.5311603555
434	0.5306882188
435	0.5300543587
436	0.5294604274
437	0.5290538806
438	0.5284875221
439	0.5279216508
440	0.5273403891
441	0.5269849411
442	0.5265011044
443	0.5257702517
444	0.5256552572
445	0.525015106
446	0.5243300259
447	0.5238634961
448	0.5232510758
449	0.5223815621
450	0.521400748
451	0.5208127262
452	0.5202771964
453	0.5195628841
454	0.5189224282
455	0.5185596431
456	0.517888136
457	0.5172632684
458	0.5166195223
459	0.5162737963
460	0.5156427463
461	0.5149714798
462	0.514349661
463	0.5139860625
464	0.5138032833
465	0.513318051
466	0.5127108893
467	0.5122514516
468	0.5118784403
469	0.5112994357
470	0.5108752238
471	0.5101625273
472	0.5095679568
473	0.5092269339
474	0.5087013246
475	0.5082327393
476	0.5081052683
477	0.5070972965
478	0.5064821906
479	0.5060133024
480	0.5054709466
481	0.5046509339
482	0.5041101013
483	0.5038137907
484	0.5037160869
485	0.5031127544
486	0.5025932986
487	0.5019999574
488	0.5012496821
489	0.5009290659
490	0.5004344042
491	0.4997876272
492	0.4991321731
493	0.4988465819
494	0.4983216746
495	0.4977304959
496	0.4974971465
497	0.4973497089
498	0.4970799538
499	0.4966628534
500	0.495909828
501	0.4958109496
502	0.4953830171
503	0.4944686252
504	0.4941082513
505	0.4937914933
506	0.4930897184
507	0.4927533789
508	0.4920094767
509	0.4913814551
510	0.4910608366
511	0.4905898074
512	0.4900083245
513	0.4892047098
514	0.4883188844
515	0.4875606217
516	0.487082443
517	0.4867479303
518	0.486489589
519	0.4856036126
520	0.4851999187
521	0.4847306806
522	0.4845280712
523	0.4840453439
524	0.4835361467
525	0.4828646244
526	0.4823706001
527	0.4815101101
528	0.4810421448
529	0.4804172438
530	0.4798475242
531	0.4790801509
532	0.4786210728
533	0.478281362
534	0.4778017458
535	0.4777256903
536	0.4772022838
537	0.4766937274
538	0.476094474
539	0.4756822139
540	0.4749472661
541	0.4745127778
542	0.4743107441
543	0.4740784087
544	0.4735069623
545	0.4727263095
546	0.4722890801
547	0.4717026074
548	0.4710910956
549	0.4706542876
550	0.4701543443
551	0.4694663779
552	0.4691537773
553	0.4686215169
554	0.4682382254
555	0.4675723311
556	0.4672611083
557	0.4668114396
558	0.4661734357
559	0.4653743068
560	0.465242004
561	0.4642102558
562	0.4641216407
563	0.4640131374
564	0.4638099845
565	0.4630526686
566	0.4625437667
567	0.4620325575
568	0.4614564146
569	0.460817927
570	0.4600617951
571	0.4595810142
572	0.4592350717
573	0.4588063157
574	0.4583974879
575	0.4579653417
576	0.4577880915
577	0.4574783861
578	0.4571327399
579	0.4565314513
580	0.4560675907
581	0.4554733976
582	0.4549305574
583	0.4544431751
584	0.4538295598
585	0.4533507645
586	0.4529288247
587	0.4522342156
588	0.4516827717
589	0.4513504358
590	0.4509322799
591	0.4504786156
592	0.4501637392
593	0.4495647793
594	0.449102007
595	0.4490180088
596	0.4485070927
597	0.4479579369
598	0.4476968067
599	0.4471694549
600	0.4468869585
601	0.4464851804
602	0.4462547996
603	0.4456772563
604	0.4453412587
605	0.4449655529
606	0.4445434741
607	0.4443114862
608	0.4438152654
609	0.443500727
610	0.4431298308
611	0.4428879163
612	0.4424976477
613	0.4421203167
614	0.4416552684
615	0.4412704788
616	0.440678921
617	0.4400925526
618	0.4396731822
619	0.4393001542
620	0.4390286213
621	0.43848975
622	0.4380124431
623	0.4376116573
624	0.436955853
625	0.4365532574
626	0.4361461023
627	0.4356209417
628	0.4352583795
629	0.434820741
630	0.4343546035
631	0.4341643474
632	0.4336327386
633	0.4334617
634	0.4333849061
635	0.4330419841
636	0.4325986043
637	0.4323102627
638	0.4318605711
639	0.4317699414
640	0.431176038
641	0.4305181679
642	0.4300267713
643	0.4292857853
644	0.4290535869
645	0.4289787554
646	0.428777406
647	0.4281987572
648	0.4278291907
649	0.4273605076
650	0.4269265276
651	0.4264890245
652	0.4261734031
653	0.4259389462
654	0.4256229223
655	0.4251535945
656	0.4247717923
657	0.4244993904
658	0.4239231139
659	0.4237497807
660	0.423302266
661	0.4228734743
662	0.4226365022
663	0.4219596015
664	0.4217863883
665	0.4214069193
666	0.4212406801
667	0.420765281
668	0.4203509023
669	0.4198521084
670	0.4194831927
671	0.4188493127
672	0.4185276294
673	0.4179423229
674	0.4175028356
675	0.4171513137
676	0.4166566988
677	0.4162711392
678	0.4159247575
679	0.4154422538
680	0.4151716276
681	0.4147131644
682	0.4143037769
683	0.4138429996
684	0.4135201308
685	0.4131661487
686	0.4127796026
687	0.4124886436
688	0.411968449
689	0.4117657242
690	0.4112252713
691	0.4107937119
692	0.4103552159
693	0.4099894843
694	0.4097113831
695	0.4096126799
696	0.4095213947
697	0.4089867287
698	0.4084676776
699	0.4080060692
700	0.4079422435
701	0.4074114203
702	0.4070373683
703	0.406795543
704	0.4064994933
705	0.4060951841
706	0.4057514208
707	0.4054136853
708	0.4050733251
709	0.4047469482
710	0.4043132765
711	0.4038951474
712	0.4038064285
713	0.4033297322
714	0.4029522241
715	0.4024180489
716	0.4022758102
717	0.4019266325
718	0.4015030009
719	0.4012206258
720	0.4007537439
721	0.4004226729
722	0.4001099378
723	0.3998203365
724	0.3995564719
725	0.3993564948
726	0.3990997414
727	0.3990107473
728	0.3986085804
729	0.3981925819
730	0.3978532851
731	0.3975731155
732	0.3971119514
733	0.3969557738
734	0.3965542117
735	0.3962046022
736	0.3958760213
737	0.3956696562
738	0.3953034851
739	0.3950796878
740	0.3945478442
741	0.3944749283
742	0.3940599651
743	0.3937760846
744	0.3934748158
745	0.393037183
746	0.3926628205
747	0.3921963043
748	0.3917599397
749	0.3913386614
750	0.3908704262
751	0.3904549558
752	0.3900697965
753	0.3896885368
754	0.3893667211
755	0.3891410056
756	0.3886281178
757	0.38843663
758	0.3880233096
759	0.3876363389
760	0.3870806826
761	0.3866889561
762	0.3861670203
763	0.3858608715
764	0.3856101407
765	0.3854245273
766	0.3851076244
767	0.3847164311
768	0.384415701
769	0.3841852222
770	0.3838011426
771	0.383582312
772	0.383341988
773	0.382839169
774	0.3826332816
775	0.3821804723
776	0.3821415685
777	0.3816181213
778	0.3814096528
779	0.3811721237
780	0.3808640107
781	0.3804086017
782	0.3800737649
783	0.3796362462
784	0.3792786271
785	0.3789998631
786	0.3786204466
787	0.3783617802
788	0.3780465151
789	0.3779870149
790	0.377693153
791	0.3772923322
792	0.3772258292
793	0.3767934495
794	0.3764075924
795	0.3759141724
796	0.3756365691
797	0.3751908505
798	0.374936435
799	0.3746270181
800	0.3743170967
801	0.3742156244
802	0.3739896209
803	0.3736600183
804	0.373330206
805	0.3732262539
806	0.3731213446
807	0.3729790379
808	0.372576492
809	0.3722782463
810	0.3719948758
811	0.3717421695
812	0.3713618315
813	0.3709968622
814	0.3705459477
815	0.3700820701
816	0.3700179809
817	0.3698908383
818	0.3695804457
819	0.3694102613
820	0.3690132401
821	0.3689488454
822	0.3684496412
823	0.3682274241
824	0.3679139794
825	0.3674869254
826	0.3670501058
827	0.366576757
828	0.3662099814
829	0.365946222
830	0.3658133931
831	0.3655004725
832	0.3651915134
833	0.3647468629
834	0.3644898497
835	0.364083613
836	0.3636967389
837	0.3633646183
838	0.3631741095
839	0.3628566055
840	0.3625130218
841	0.3622571572
842	0.3619144059
843	0.3616017289
844	0.3612905743
845	0.361012966
846	0.3606527316
847	0.3602477474
848	0.3601874699
849	0.3600060529
850	0.3597676383
851	0.3595096308
852	0.3591468821
853	0.3588237074
854	0.3584092054
855	0.3580812331
856	0.3577062469
857	0.357380328
858	0.3569959778
859	0.3566046457
860	0.3562654684
861	0.3562003495
862	0.3560194571
863	0.355664024
864	0.3554747414
865	0.3551382877
866	0.3549816191
867	0.3548676301
868	0.3544908008
869	0.3541325049
870	0.3538745412
871	0.3534136981
872	0.3530290995
873	0.3525748072
874	0.3525152146
875	0.3522204634
876	0.3519699872
877	0.3515846032
878	0.3512880846
879	0.351047756
880	0.3508229817
881	0.3505669112
882	0.3504560966
883	0.3502471248
884	0.3498558472
885	0.3496992975
886	0.3493262842
887	0.349100894
888	0.3489158727
889	0.3487531149
890	0.348443756
891	0.3483373583
892	0.3482777298
893	0.3482376324
894	0.3479703172
895	0.34770293
896	0.3473682449
897	0.3471273783
898	0.3470609412
899	0.3468008303
900	0.346599532
901	0.346372142
902	0.3461753353
903	0.3459190589
904	0.3454587111
905	0.3452621971
906	0.3452096455
907	0.3451502253
908	0.3449497854
909	0.3448026146
910	0.3447571173
911	0.3444879276
912	0.3441056398
913	0.3436728187
914	0.3434872677
915	0.343151221
916	0.3431005182
917	0.3427522239
918	0.342534915
919	0.3423796982
920	0.342195729
921	0.3419020904
922	0.3417486984
923	0.3414435572
924	0.3412626675
925	0.3409388329
926	0.3405621147
927	0.3402454224
928	0.3398944032
929	0.3397729913
930	0.3394561372
931	0.339193893
932	0.3390045644
933	0.3388517434
934	0.3386146612
935	0.3383415629
936	0.3382212312
937	0.3380597954
938	0.3378116978
939	0.3375981878
940	0.3372531666
941	0.3369525866
942	0.3365733102
943	0.3361773529
944	0.3357778953
945	0.3355765019
946	0.3353138521
947	0.3351362514
948	0.3347097745
949	0.3342903999
950	0.3341741502
951	0.333869354
952	0.3337578036
953	0.3334990497
954	0.3330633513
955	0.3329224369
956	0.332743283
957	0.3325132697
958	0.3322444447
959	0.3319193672
960	0.3316003237
961	0.3314597498
962	0.3313365323
963	0.3311620112
964	0.3309760987
965	0.3305304559
966	0.3302907253
967	0.3301019048
968	0.3298262541
969	0.3295672176
970	0.3292507202
971	0.3290171583
972	0.3287798176
973	0.3286960264
974	0.3284032022
975	0.3281784773
976	0.3279585925
977	0.3278856666
978	0.3275389396
979	0.3273124076
980	0.3271267702
981	0.3268316092
982	0.3267155197
983	0.3265685597
984	0.3264307588
985	0.3261532176
986	0.3258530288
987	0.3255767373
988	0.3253394288
989	0.3249009294
990	0.3247131777
991	0.324566222
992	0.324488104
993	0.3243588314
994	0.3242061975
995	0.3237828377
996	0.3234811554
997	0.323297592
998	0.3231061128
999	0.3227442723
